LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
SAF8WY3FWL,37,118331,238465,781,32,1,5.74,48,0.17,High School,Self-employed,Married,No,Yes,Other,No,0
TBDLVNHTS4,59,57881,151934,589,67,3,18.01,48,0.65,Master's,Unemployed,Single,Yes,Yes,Education,No,0
MF2F1Y2WQL,37,129303,100070,830,8,4,9.89,12,0.89,High School,Self-employed,Single,No,No,Business,Yes,0
74VFC7Q41N,32,146135,29420,414,62,3,6.17,48,0.17,PhD,Part-time,Divorced,No,No,Other,Yes,0
GA3RZAVE2I,18,20288,11379,368,116,2,8.33,36,0.89,PhD,Self-employed,Married,No,No,Business,No,0
M265AZYDJM,62,112920,192715,510,72,2,8.43,60,0.43,High School,Part-time,Divorced,Yes,No,Other,Yes,0
C4VNOD1A80,23,138915,225004,380,71,1,15.93,24,0.65,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,1
JUDYCQN7BI,69,111320,144464,503,14,3,6.24,24,0.14,High School,Full-time,Single,No,Yes,Business,No,0
VOCQABSBDK,60,24374,207720,566,91,4,10.74,48,0.56,Master's,Full-time,Divorced,No,No,Other,Yes,0
HHDKAYD2SL,51,141293,123189,840,58,3,21.17,36,0.66,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
M5CIQEI3Q6,62,35794,205532,522,5,2,4.73,36,0.5,PhD,Self-employed,Divorced,No,Yes,Business,Yes,0
HAJ4P6F902,51,126123,136435,591,91,2,10.25,36,0.49,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,0
8UB7SJ83TQ,52,129295,137153,527,29,3,8.3,24,0.19,PhD,Unemployed,Divorced,No,No,Business,No,0
NGSTTGF37X,61,117983,9057,826,107,1,5.37,48,0.32,High School,Part-time,Divorced,Yes,No,Business,No,0
KAT0LCY6YN,34,129962,179104,322,70,1,16.12,48,0.3,High School,Part-time,Single,No,Yes,Home,Yes,0
5TVIY35LIK,66,59569,50650,411,33,3,7.33,60,0.18,High School,Self-employed,Married,No,No,Auto,No,0
NEDP3P14RR,66,17293,157879,421,45,1,23.11,36,0.29,PhD,Full-time,Divorced,No,No,Education,Yes,0
QU4R7291ZN,66,99174,132008,301,61,4,8.95,36,0.77,PhD,Part-time,Married,No,No,Business,No,1
UCY99UEMSL,56,103920,189782,463,15,1,6.65,12,0.69,Bachelor's,Part-time,Divorced,No,Yes,Home,No,0
KZGI79FPPH,65,36661,213503,359,65,1,2.72,60,0.79,Master's,Part-time,Divorced,Yes,Yes,Education,Yes,0
3AW5I3PS2N,40,118660,142788,350,22,1,10.17,60,0.82,High School,Full-time,Divorced,No,No,Home,No,0
PRICRYH1AF,25,83778,70914,456,95,3,6.11,12,0.85,PhD,Part-time,Single,No,No,Auto,Yes,0
VZV4WMME6P,45,81416,249903,723,92,4,19.04,12,0.5,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
IQ9Z952IUC,69,148572,108863,641,7,2,19.34,36,0.82,High School,Unemployed,Divorced,Yes,Yes,Other,No,0
9MMYVBX2NR,26,30168,52996,525,7,1,9.61,12,0.38,Bachelor's,Part-time,Single,Yes,No,Home,Yes,0
EE1IGBRSC3,27,45972,9470,716,78,2,14.9,60,0.31,PhD,Self-employed,Single,No,No,Education,Yes,0
OJDBXDFZVJ,39,44460,94154,527,46,1,9.52,12,0.7,Bachelor's,Full-time,Single,Yes,Yes,Other,Yes,0
E2NEMT2CSI,67,140874,51271,615,103,3,8.84,12,0.14,High School,Self-employed,Married,Yes,No,Auto,No,0
WWSXB108A5,66,68154,29287,583,111,4,14.34,60,0.85,PhD,Part-time,Married,No,No,Home,No,0
HOYJIU844M,42,42209,191576,380,48,3,5.23,12,0.62,High School,Self-employed,Married,Yes,No,Education,No,1
86TMW9L0WG,38,118496,16830,350,106,4,13.07,12,0.53,PhD,Self-employed,Single,No,No,Auto,Yes,0
CHNER14FZ7,36,139845,32891,455,6,2,5.66,12,0.55,Master's,Unemployed,Divorced,Yes,No,Home,Yes,0
M0O578KC1J,30,60381,29529,663,76,1,11.6,24,0.55,Master's,Full-time,Single,No,No,Education,Yes,0
HKXFECOI6U,61,17347,192073,503,52,1,6.89,12,0.34,PhD,Part-time,Single,Yes,No,Home,Yes,0
XCR21DC02K,35,143891,101327,401,109,2,2.84,12,0.16,Master's,Unemployed,Single,No,No,Education,No,0
XNQFP365Q8,44,116953,113780,490,28,3,11.15,36,0.17,PhD,Full-time,Divorced,Yes,No,Business,Yes,0
JEKUJ4CEU6,40,113337,119326,457,4,4,17.42,12,0.1,PhD,Full-time,Single,No,Yes,Business,No,0
FBXR14KSBE,32,18922,111163,403,49,1,23.79,12,0.68,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,0
GRPMS1PLO6,20,92516,9140,573,11,3,18.02,48,0.86,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
HXZTICPZX5,51,102931,48959,511,93,3,16.3,48,0.7,Master's,Self-employed,Divorced,Yes,Yes,Home,No,0
0JI9CIA5TS,54,124516,193080,372,85,1,24.08,36,0.72,Master's,Self-employed,Divorced,No,No,Other,No,0
HHAT0YBCQS,68,73153,130234,405,79,2,14.87,12,0.55,High School,Part-time,Divorced,No,No,Business,No,0
YZ3SYC93KE,29,141832,118459,565,82,4,16.64,60,0.71,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,0
CMSB2D2SRX,23,103125,71474,787,20,4,6.06,60,0.31,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
Y8QOBNTJB0,26,148061,16610,747,49,3,17.21,24,0.22,PhD,Self-employed,Married,Yes,No,Education,Yes,1
9LB0G02Z41,35,15085,212229,312,51,2,11.66,36,0.5,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
UTIXLNYJON,47,34401,87445,548,108,3,7.19,48,0.7,High School,Full-time,Married,No,Yes,Auto,No,0
K95CRXMM6M,57,126866,105693,771,74,3,19.32,36,0.8,PhD,Unemployed,Single,No,Yes,Home,No,0
E18GOFFC5Q,49,54157,31800,678,112,4,24.85,12,0.15,Master's,Self-employed,Married,Yes,Yes,Business,Yes,0
EEKHQERI4O,37,37505,188841,660,33,1,15.67,24,0.21,Master's,Unemployed,Single,Yes,Yes,Education,Yes,0
WT86L03S6E,19,97249,121054,509,58,2,8.34,12,0.25,Master's,Full-time,Single,Yes,No,Other,No,0
OS2SLTRKUI,52,30468,13657,832,93,2,6.76,12,0.25,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,0
13YUXGRGYJ,30,64519,183640,350,11,4,3.47,60,0.32,PhD,Unemployed,Single,Yes,No,Other,Yes,0
4DKH36K0JM,65,80538,106312,403,11,1,7.76,12,0.16,High School,Part-time,Single,Yes,No,Home,No,0
E5BJP335YI,31,65104,244356,346,100,2,6.12,48,0.78,PhD,Full-time,Divorced,Yes,No,Auto,Yes,0
QEUEU8AXBU,31,28224,244278,579,113,2,7.26,60,0.63,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes,0
A3WMHMFG4D,61,72907,158709,611,112,4,23.59,24,0.17,Bachelor's,Unemployed,Single,Yes,No,Education,No,0
285JH4N7FJ,52,102455,157821,323,111,3,8.69,36,0.14,High School,Full-time,Single,No,Yes,Other,Yes,0
XG5M0ZGG5P,39,62520,77763,363,5,3,15.33,12,0.16,PhD,Part-time,Married,Yes,No,Auto,Yes,0
EIA63GC6M9,25,89434,63461,824,36,2,9.82,48,0.85,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0
N36MXCI0PO,61,38273,195211,481,82,3,3.26,48,0.38,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
LWYUZ40DY2,53,122366,23805,313,35,4,23.75,36,0.24,PhD,Full-time,Single,Yes,No,Business,No,0
9FN953GWRU,42,23972,230449,643,16,2,4.21,24,0.69,Master's,Part-time,Single,No,Yes,Business,No,0
9ELY1LV40T,46,29502,11682,643,108,2,16.68,48,0.53,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,0
2S8P0PRO2H,38,80945,219147,498,3,3,9.88,60,0.21,PhD,Full-time,Single,Yes,No,Other,No,1
82PJX7JDZR,31,44472,173537,363,14,3,19.01,48,0.76,High School,Self-employed,Married,Yes,Yes,Education,No,1
FQWP8WVP73,54,40653,47307,472,98,4,2.68,36,0.73,PhD,Unemployed,Divorced,No,No,Other,Yes,0
USL7TQ2N2Q,29,22658,15084,407,54,4,12.66,48,0.23,PhD,Part-time,Single,No,Yes,Other,Yes,0
HJ4CQ7KAHC,29,101900,217563,409,4,4,16.82,60,0.22,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0
97Z3A3SZVM,47,74527,163185,320,56,2,4.93,36,0.53,PhD,Unemployed,Married,No,No,Home,No,0
U32R1N4RRF,39,33708,239065,611,66,3,10.17,12,0.66,High School,Unemployed,Single,No,Yes,Other,No,0
SQ8YVB7XBR,33,38212,156445,771,31,3,2.58,36,0.61,Bachelor's,Unemployed,Married,No,No,Education,No,1
9D8YFOGH4L,68,106641,83114,321,54,2,17.19,12,0.87,PhD,Full-time,Divorced,No,No,Auto,No,0
BZJGLX0L97,56,82132,121766,521,25,2,5.3,24,0.47,Master's,Full-time,Married,No,No,Auto,Yes,0
S29C2UPVJO,56,77679,209531,609,61,1,23.65,60,0.87,Master's,Unemployed,Married,Yes,No,Home,Yes,0
FDCDHD9N9W,45,41891,83319,754,60,3,6.68,24,0.42,High School,Full-time,Divorced,No,Yes,Education,Yes,0
HQJY058B6A,39,75683,36589,626,26,3,6.13,24,0.11,High School,Full-time,Single,No,Yes,Education,Yes,0
4VQXNYDEMJ,67,106662,198018,387,76,1,19.53,36,0.52,High School,Unemployed,Divorced,No,No,Business,Yes,0
TU8CID9FYF,67,32786,160594,776,93,2,14.28,48,0.25,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,0
VBNPD604PN,63,64248,91602,751,54,3,12.44,48,0.11,Master's,Full-time,Single,No,Yes,Business,Yes,0
4P5YCN52ZM,67,70772,132499,791,110,2,3.82,36,0.65,High School,Full-time,Single,No,Yes,Auto,Yes,0
7GEAT8L8MZ,37,120778,182373,799,27,2,14.1,12,0.87,Master's,Full-time,Divorced,No,No,Home,No,0
REI8MG4FCH,62,143240,8469,837,36,1,2.84,48,0.23,High School,Unemployed,Divorced,No,No,Auto,Yes,0
RW6QCWHGUQ,30,101935,93920,706,94,4,18.21,24,0.5,Bachelor's,Part-time,Divorced,Yes,No,Auto,Yes,0
AZVPN4D7LU,60,93153,35362,347,21,3,14.17,12,0.8,High School,Self-employed,Married,Yes,Yes,Business,No,0
RS60XDM4JL,25,29468,147604,426,114,2,20.99,60,0.5,Master's,Full-time,Single,Yes,No,Education,No,1
JXILI2LVAM,57,51496,167868,349,3,1,14.81,24,0.19,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
7A0RWW8SEO,24,41603,249293,558,85,3,6.52,24,0.84,Master's,Full-time,Single,No,Yes,Auto,No,0
6TK9NF5A0J,21,19178,105936,814,112,4,6.48,36,0.8,Master's,Self-employed,Divorced,No,No,Home,Yes,0
EWG40ID0GW,22,128963,171163,468,45,1,21.02,36,0.73,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
TKK5MD2N7I,46,66634,214763,375,45,2,4.93,60,0.47,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0
9EBXMIEPIY,56,91536,107986,566,80,3,21.13,36,0.74,High School,Full-time,Married,Yes,No,Other,Yes,0
WUBK98D82V,18,104360,179430,532,79,1,21.84,24,0.54,Bachelor's,Self-employed,Single,No,Yes,Business,No,1
Q93FPR2N17,57,145353,70807,752,61,1,11.04,36,0.53,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0
ZW3R54RXAZ,51,27408,246538,651,77,2,6.28,12,0.3,Master's,Full-time,Divorced,No,No,Business,Yes,0
GMOIZ4ALCL,65,28944,205355,364,113,1,21.33,60,0.66,Master's,Self-employed,Single,No,No,Other,Yes,0
7MFJW4UA9Y,46,46503,114831,546,118,4,16.47,36,0.52,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,0
E24GC0NQNU,50,112191,205299,690,68,4,12.26,12,0.84,High School,Self-employed,Divorced,Yes,No,Home,No,0
SBPS4BCTZI,68,102491,137372,843,14,1,13.55,36,0.35,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,0
MGRQQ7BXAN,51,42048,50517,542,44,4,17.48,24,0.22,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
K3HQW7R73N,66,83753,126812,702,66,3,22.54,24,0.56,High School,Unemployed,Married,Yes,Yes,Other,No,0
SIVHV8WJ3X,33,83762,73503,394,97,1,20.62,12,0.63,PhD,Part-time,Married,No,No,Home,No,0
KXDR5CQSA6,65,104581,40745,513,13,1,3.06,36,0.26,Master's,Part-time,Married,No,Yes,Education,Yes,0
P4IINJWFAR,47,15263,153109,780,66,3,24.55,36,0.52,Master's,Self-employed,Married,No,Yes,Education,Yes,1
QMXJICMVP5,39,86488,245427,421,61,4,21.21,24,0.17,High School,Unemployed,Divorced,Yes,No,Auto,No,0
PSWDV2UZE3,25,46798,128358,364,62,2,4.59,24,0.71,High School,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
UGJ8JJ19HY,45,88503,15900,615,53,3,10.19,36,0.7,Bachelor's,Part-time,Single,No,Yes,Business,No,0
JELWOIW1G3,21,15437,229482,504,85,3,19.23,24,0.7,Master's,Unemployed,Single,No,No,Other,Yes,1
LQ7G37YQCS,48,41918,233504,532,4,4,6.26,36,0.25,Master's,Self-employed,Divorced,Yes,No,Business,No,0
0S7Y06LH8F,68,97793,21227,638,15,3,5.05,48,0.76,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
JEPGQHX0L4,64,47801,10343,596,104,2,7.09,60,0.52,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,0
HY506RBN78,67,43191,231613,309,118,4,9.16,48,0.75,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,0
C75ULBRRXO,37,90340,156004,376,12,3,11.26,60,0.73,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
BZYZ54UMPF,22,105190,39058,807,12,1,14.55,36,0.41,Bachelor's,Part-time,Married,No,No,Business,No,1
OFIHSB23HR,18,42573,19801,660,102,1,6.9,48,0.1,Master's,Part-time,Divorced,Yes,No,Auto,No,0
YSMQR9EVO5,44,84685,90367,562,17,4,8.5,48,0.59,PhD,Self-employed,Divorced,Yes,No,Home,No,1
YCT10JH3JY,30,95151,245032,578,43,3,21.81,48,0.28,Bachelor's,Full-time,Married,No,Yes,Other,Yes,1
6KWWSTUBH0,21,34726,155486,367,41,1,17.45,48,0.7,Master's,Part-time,Single,No,Yes,Education,Yes,1
ULW4SRIK1A,31,100132,112102,699,32,4,17.98,36,0.54,PhD,Part-time,Married,Yes,Yes,Business,No,0
EIYC4CYXX3,27,25579,143702,815,77,4,11.88,12,0.55,Master's,Self-employed,Married,Yes,Yes,Education,No,0
ESY934U2AV,38,44207,165238,442,104,3,7.16,12,0.4,Master's,Unemployed,Divorced,No,Yes,Other,No,0
SKF5ONRCX9,18,16642,16024,541,25,4,24.72,60,0.8,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0
PS8AU6GMZ3,47,106138,126344,322,106,2,8.76,36,0.89,PhD,Full-time,Single,Yes,Yes,Education,No,0
R72CDRYU9L,62,73063,22685,804,36,1,23.06,24,0.83,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
WJHOU8Y5UN,43,21528,74251,410,5,2,24.56,48,0.18,Bachelor's,Unemployed,Married,Yes,No,Home,Yes,0
466VGXXE3J,46,98295,24023,733,104,1,10.07,36,0.7,Bachelor's,Self-employed,Married,No,No,Other,No,0
PMKP9TVE7G,29,71921,217739,721,83,2,9.45,24,0.46,High School,Unemployed,Divorced,Yes,Yes,Education,No,0
EEUIIHH25P,61,58107,244875,824,4,1,4.33,60,0.36,PhD,Full-time,Divorced,No,No,Home,Yes,0
GR4SIMDAPY,21,99536,41444,458,28,1,22.32,24,0.4,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
CKE42TCM3Z,25,16509,66821,406,75,2,18.24,60,0.62,Master's,Part-time,Single,Yes,Yes,Auto,No,1
KIEQZT64TO,24,80976,69375,663,44,3,5.21,60,0.31,High School,Part-time,Divorced,Yes,Yes,Other,No,0
XKCWDPAZ9U,48,95068,202099,403,31,2,8.26,36,0.13,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0
R43HAYZBU5,39,128970,76902,604,54,4,14.11,36,0.89,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,0
2WK4KJVNHO,34,34294,175232,849,20,3,5.95,36,0.81,Master's,Unemployed,Single,No,Yes,Auto,No,0
WMKFUVHQMJ,33,124015,233261,595,5,2,14.16,12,0.65,PhD,Unemployed,Divorced,Yes,No,Business,No,0
Z3N4DP81BB,60,55973,64398,549,14,1,7.62,12,0.88,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
TIYW8RSJGW,65,39822,241857,318,86,3,17.42,12,0.34,High School,Self-employed,Married,No,Yes,Home,No,0
JIOQAVJQJH,27,41682,189125,328,117,4,23.89,24,0.81,Bachelor's,Part-time,Single,Yes,No,Education,Yes,0
AF7XJL2XR9,23,28435,218091,412,34,2,7.05,48,0.5,Master's,Self-employed,Divorced,No,No,Home,Yes,0
24MCY3YX2Y,58,38900,32881,726,7,3,3.01,36,0.22,Master's,Unemployed,Single,Yes,No,Education,No,0
SY2HD7BQZ5,55,124118,223074,765,54,1,4.27,24,0.53,Master's,Unemployed,Married,Yes,No,Other,No,0
TO891PW5Q2,67,45187,75950,820,72,4,20.76,48,0.1,PhD,Unemployed,Divorced,Yes,No,Auto,No,0
RRT25UA8JX,29,17168,160532,726,56,1,4.29,12,0.3,Master's,Full-time,Married,No,No,Education,No,1
EV5VYVUUDS,41,99324,160862,803,100,1,15.89,24,0.77,PhD,Part-time,Single,No,Yes,Education,No,0
1PMGZFR2B0,66,97222,18084,734,5,1,6.16,48,0.86,PhD,Part-time,Married,Yes,Yes,Other,No,0
0J8RILL708,53,83021,56086,749,65,2,2.7,60,0.51,PhD,Unemployed,Married,Yes,No,Other,Yes,0
O8F1X88I7B,59,120241,103091,743,79,1,10.74,48,0.45,High School,Part-time,Divorced,No,Yes,Education,No,1
RNEHSMFXNT,65,111321,149996,372,32,4,17.06,60,0.43,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,0
HL0KQLZEGS,45,103676,74041,592,113,3,20.76,60,0.29,High School,Unemployed,Divorced,No,No,Home,No,0
5J9VR27I56,27,79808,64465,751,8,1,7.21,12,0.1,Bachelor's,Part-time,Single,No,No,Business,Yes,0
4XXR9MFATT,27,63528,168837,583,49,4,9.87,48,0.39,Master's,Unemployed,Married,No,No,Home,Yes,0
B4L8ZROSHD,48,69793,98440,469,84,2,12.65,36,0.66,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
PGCNXP4YZH,46,35878,237633,793,47,2,5.36,60,0.48,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,0
3N9HAMZUJD,24,127098,78600,628,99,1,13.39,48,0.54,High School,Unemployed,Married,No,Yes,Education,Yes,0
132KQAZIJN,35,32212,171114,533,63,1,7.41,60,0.88,Bachelor's,Part-time,Divorced,Yes,No,Other,No,0
QU73HIYO0H,66,122815,156725,757,20,4,18.56,60,0.61,High School,Full-time,Married,No,No,Home,No,0
FU38HWXC6I,23,44091,109385,489,0,1,19.65,48,0.35,Bachelor's,Full-time,Divorced,No,Yes,Other,No,0
BZ45U33IPS,57,19373,227499,442,50,2,8.19,48,0.71,Bachelor's,Part-time,Single,No,No,Other,No,0
PH47S6B5I2,24,118513,143606,310,21,4,7.36,24,0.77,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,0
UDYYTS2YIO,56,41870,180415,782,37,2,19.22,48,0.53,High School,Self-employed,Single,No,No,Education,Yes,0
APCO23ALWV,26,99460,19162,448,48,4,16.76,48,0.76,High School,Unemployed,Single,Yes,No,Business,Yes,1
NZTWNR99MV,48,68156,46685,377,72,1,14.17,48,0.43,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
E8JRRAZZHE,47,96514,127837,621,72,1,16.97,60,0.36,Bachelor's,Self-employed,Single,No,Yes,Business,Yes,0
YM4WEMGFCX,67,18921,51617,504,115,1,20.23,12,0.53,Master's,Self-employed,Divorced,No,Yes,Home,No,0
CS0D52ZEXG,22,89216,117293,386,38,1,16.57,24,0.39,High School,Self-employed,Divorced,No,No,Home,No,0
1X3QDJ284Q,60,89497,139739,756,74,4,3.27,24,0.67,High School,Unemployed,Single,No,No,Auto,Yes,0
LI9AK8C8KO,58,95793,108639,465,100,2,3.73,12,0.68,Master's,Part-time,Divorced,Yes,No,Education,No,0
1ZNQCGG747,64,77507,208718,829,3,2,9.96,60,0.48,Master's,Self-employed,Married,Yes,Yes,Education,Yes,0
AT9CLSG9BS,47,15054,91022,527,56,4,6.66,12,0.69,High School,Part-time,Divorced,No,Yes,Education,Yes,0
C1CSDM8ILU,62,145234,53242,624,10,1,8.54,60,0.76,High School,Unemployed,Single,Yes,Yes,Other,No,0
5EFGK2UWFS,69,121342,163926,611,88,3,2.2,48,0.37,Master's,Part-time,Divorced,No,Yes,Business,No,0
V82W6CRULU,44,29339,151882,498,90,4,3.2,12,0.3,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0
ODZG9HSO5R,41,94306,189078,561,90,2,21.0,36,0.16,Master's,Unemployed,Divorced,No,No,Auto,No,0
6MM1E8T75F,22,26005,89483,803,7,3,3.18,60,0.69,High School,Part-time,Single,No,Yes,Auto,No,0
2VS4J1ONQZ,25,139461,118922,419,83,3,14.08,36,0.18,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
5G2ZKVEAMM,66,34873,35690,848,63,4,3.39,36,0.4,Master's,Self-employed,Single,Yes,Yes,Auto,No,0
IJY168FNPH,68,38299,55303,446,1,3,6.1,48,0.59,Master's,Full-time,Single,Yes,No,Other,Yes,0
XK7HFQCCEE,35,97901,197184,510,119,3,10.48,60,0.72,Bachelor's,Part-time,Single,No,Yes,Business,No,0
VHSPNC5MFK,66,36613,74534,717,76,2,18.84,12,0.29,High School,Part-time,Divorced,Yes,No,Other,No,0
BWOCS8T49Q,31,141261,201106,431,19,3,5.56,60,0.1,High School,Unemployed,Married,Yes,No,Auto,Yes,0
O9XT1MGKME,35,65375,88518,526,54,3,23.9,24,0.64,PhD,Unemployed,Divorced,Yes,No,Business,Yes,0
IP4O6MU7BR,42,41019,136125,358,89,1,15.05,60,0.77,High School,Full-time,Married,No,No,Business,Yes,0
HO484B33II,57,149528,229749,482,24,2,22.42,12,0.2,Master's,Full-time,Divorced,Yes,No,Education,Yes,0
3OVS1V2WFZ,42,139889,147746,625,13,1,11.83,60,0.85,Master's,Unemployed,Married,Yes,Yes,Auto,No,0
B6SAANNEG5,32,137075,226522,460,48,2,24.84,36,0.71,Master's,Self-employed,Married,No,Yes,Home,Yes,1
7LPZGBCNUL,57,54126,93513,819,113,4,13.09,48,0.52,PhD,Part-time,Divorced,No,No,Auto,Yes,0
P0A8VC93PT,67,49711,135524,624,33,1,22.04,12,0.44,High School,Self-employed,Divorced,Yes,No,Business,Yes,0
2ZU0VORB7D,30,50382,231125,406,53,1,2.35,48,0.46,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
SWZ1PGMXWD,67,63064,140360,515,79,1,14.2,60,0.28,Master's,Unemployed,Divorced,No,No,Business,Yes,0
1ZWTT7NIXW,52,47350,205991,692,31,1,11.51,60,0.74,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
18RXC6V5HW,56,55929,99194,652,17,3,9.97,12,0.36,Master's,Full-time,Divorced,No,Yes,Business,No,0
HNNXFBM3T9,56,53056,21864,492,57,1,18.68,48,0.63,Master's,Full-time,Married,No,No,Home,No,0
HYU1BI83RV,37,41033,238918,832,57,1,11.61,12,0.13,Bachelor's,Part-time,Divorced,No,No,Other,Yes,1
UEZMFTI46U,58,22502,107559,581,70,3,12.74,24,0.84,PhD,Unemployed,Single,No,No,Education,No,1
QLK3UPLBOT,48,23449,62171,687,0,4,2.3,12,0.76,PhD,Unemployed,Divorced,No,No,Home,Yes,0
1HZJRHNMQ7,25,32560,16842,475,70,3,15.99,60,0.78,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
GWHEQZ2YFB,39,107132,67313,476,87,2,4.84,24,0.22,PhD,Unemployed,Divorced,Yes,No,Home,Yes,0
VZL85CAX6D,64,81061,76709,549,82,2,13.46,48,0.22,Master's,Unemployed,Divorced,No,Yes,Other,Yes,0
Z0Z90X07ZN,60,73631,215137,342,55,1,6.87,24,0.83,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
13WO5W8U80,65,138908,165046,491,43,4,21.59,24,0.25,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,0
WK02MBGFNY,18,56906,152376,465,115,3,14.99,36,0.46,Master's,Self-employed,Divorced,Yes,No,Business,No,0
KICR3YF5MY,63,60871,78988,447,13,2,22.07,24,0.87,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
GOAH2H5L8W,55,42028,205336,361,53,3,24.68,12,0.65,Bachelor's,Self-employed,Single,No,Yes,Education,Yes,0
YCDGWITIZ0,26,28980,220276,480,115,1,18.91,60,0.65,Bachelor's,Part-time,Divorced,No,Yes,Other,No,0
OTSWWT4YIK,37,28656,160121,734,86,3,17.82,12,0.84,Master's,Full-time,Divorced,No,No,Other,No,0
TOZMB85KR5,47,71224,33134,352,114,1,7.01,24,0.72,High School,Full-time,Divorced,Yes,No,Business,No,0
NZSMGSWD8V,34,17495,196453,467,39,2,9.85,24,0.21,High School,Full-time,Married,Yes,Yes,Home,Yes,0
QG99S6OX2H,19,62844,221552,429,96,4,8.07,48,0.36,Master's,Unemployed,Married,No,Yes,Auto,Yes,0
Z043FM1I8H,67,139188,164708,400,77,1,19.22,48,0.68,PhD,Part-time,Married,No,Yes,Other,Yes,0
HTEMMMQLTV,18,93706,192442,406,9,1,2.85,36,0.44,Master's,Full-time,Single,No,No,Auto,No,0
AICTJ0AQOK,47,28787,208514,664,35,1,4.15,24,0.17,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
W5T0ZG032C,40,20240,160488,455,51,3,4.41,12,0.75,Master's,Part-time,Married,No,Yes,Business,Yes,1
HKQGSBKO1B,63,27302,55775,477,52,1,19.32,36,0.54,Master's,Full-time,Married,No,No,Education,No,0
LXCM38TX0N,29,141484,233693,478,27,2,15.7,36,0.17,PhD,Unemployed,Single,Yes,Yes,Home,Yes,0
VYMOXTDOS0,55,54380,55645,637,24,4,17.01,24,0.23,High School,Self-employed,Single,Yes,No,Auto,No,0
PMZ4FKM1QO,69,42037,155918,769,87,4,18.98,60,0.8,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
FL3S3FC5KV,19,115908,204166,656,13,2,4.75,36,0.62,High School,Full-time,Single,Yes,Yes,Business,Yes,0
KCAJM46XV5,22,76835,102857,625,45,4,6.01,60,0.52,Master's,Self-employed,Single,No,No,Home,Yes,0
ZWKPKLI2QR,35,98201,171730,785,111,1,15.34,36,0.16,High School,Unemployed,Married,No,Yes,Business,Yes,0
O9INTC3BIF,66,82016,114843,458,19,3,8.69,24,0.36,Master's,Part-time,Married,No,No,Auto,No,0
K7NXKI3DUK,31,42893,32949,782,103,1,17.11,48,0.76,High School,Unemployed,Married,Yes,Yes,Education,No,0
7T2UAG602X,65,145980,146080,673,77,2,23.16,24,0.86,High School,Full-time,Married,No,No,Auto,No,0
